LGA_CODE,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_perc,Age_15_64_yr_perc,Age_over_65_yr_perc,BP_Aus,BP_Non_Aus,BP_Aus_Perc,BP_Non_Aus_Perc,SE_Yr10_above,SE_Yr9_below,SE_Yr10_above_Perc,SE_Yr9_below_Perc,MS_Married,MS_Separated,MS_Divorced,MS_Widowed,MS_Never_Married,MS_Single,MS_Married_Perc,MS_Separated_Perc,MS_Divorced_Perc,MS_Widowed_Perc,MS_Never_Married_Perc,MS_Single_Perc,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot
LGA18050,10708,47619,8495,16.024662536290442,71.2624584717608,12.71287899194876,33569,26028,56.326660737956615,43.67333926204339,47242,2042,95.8566674782891,4.143332521710899,21449,1176,4182,2221,27077,34656,38.23010426878175,2.096069868995633,7.453881115765084,3.9586489617681133,48.26129578468942,61.76989573121825,35,1151,2917,2308,2.4,3,33569,35,17,12,332,336,710,66,131,4752,79,767,601,211,216,305,173,98,34,1024,831,306,168,82,153,60,32,16,52,181,1754,108,28,48,407,341,350,212,2816,58,54,79,208,32,70,979,104,138,78,6373,7219,40862,1529,3825,712,712,142,6786
LGA18100,618,2001,1047,16.857610474631752,54.58265139116203,28.55973813420622,3082,207,93.7062937062937,6.293706293706294,2117,557,79.16978309648466,20.830216903515332,1643,127,271,263,739,1400,53.99277029247453,4.173512980611239,8.905685179099573,8.642786723628,24.28524482418666,46.00722970752547,51,492,1193,904,2.2,0,3082,0,0,0,0,0,3,0,5,67,0,0,11,7,0,9,0,0,0,0,3,0,0,0,3,3,0,0,0,9,21,0,0,0,17,0,3,0,0,0,3,0,0,0,0,7,3,0,0,19,375,922,174,957,309,218,5,374
LGA18200,1278,4136,1381,18.807947019867548,60.868285504047094,20.323767476085358,5650,360,94.0099833610649,5.990016638935108,3688,1033,78.11904257572549,21.88095742427452,2868,198,464,315,1670,2647,52.00362647325476,3.5902085222121487,8.41341795104261,5.711695376246601,30.28105167724388,47.99637352674524,44,555,1308,1052,2.4,0,5650,0,0,0,7,0,3,3,0,95,10,0,14,0,0,8,0,0,0,0,46,0,0,0,3,3,0,0,0,9,65,5,0,5,14,3,15,3,0,5,0,0,4,0,3,9,0,6,0,25,782,1568,777,1220,508,440,22,763
LGA18230,10372,31382,8328,20.710035541711594,62.661235573659205,16.628728884629208,42080,3607,92.10497515704687,7.895024842953139,29265,5640,83.84185646755479,16.15814353244521,18254,1489,3404,2456,14091,21440,45.9867990124452,3.751196654406207,8.575603365747972,6.187333098201239,35.49906786919937,54.0132009875548,37,660,1525,1272,2.5,7,42080,67,0,8,25,8,175,7,34,527,44,19,76,28,26,371,27,27,9,43,41,9,49,27,43,8,5,9,208,66,397,28,72,15,213,14,70,21,95,9,142,23,31,10,7,67,56,10,82,265,4391,14500,2319,11447,2918,1997,133,4708
LGA18250,14406,49722,10183,19.386093579685376,66.91068617028435,13.703220250030279,36692,33849,52.015140131271174,47.984859868728826,53129,3282,94.18198578291468,5.81801421708532,32687,1167,3752,2511,19782,27212,54.57019315848345,1.9482796040000667,6.263877527170737,4.192056628658242,33.02559308168751,45.42980684151655,37,946,2671,2271,2.7,25,36692,58,19,36,250,68,7902,260,161,2739,115,192,244,146,2474,1895,666,561,42,308,470,1425,2199,272,1053,22,47,42,362,143,1381,56,130,260,897,176,222,503,668,51,157,1008,485,60,104,608,365,74,56,2385,3762,45921,1463,4034,918,1101,424,3465
LGA18350,8408,27089,12385,17.55983459337538,56.57449563510296,25.86566977152166,36901,7607,82.90869057248135,17.09130942751865,31741,4317,88.02762216429086,11.972377835709135,21034,1230,3996,2666,10549,18441,53.284357188093736,3.11589613679544,10.122862571247625,6.753641545281824,26.72324255858138,46.71564281190627,47,645,1639,1335,2.4,0,36901,19,3,11,113,28,208,34,31,2678,53,54,274,70,78,200,36,19,10,117,180,33,28,33,44,63,8,8,131,196,716,53,10,36,136,73,332,45,229,26,25,42,51,31,7,188,59,70,39,677,3374,18051,2249,10266,2355,1204,109,3356
LGA18400,10683,31375,6465,22.01636337407003,64.66005811676936,13.323578509160605,39803,5729,87.41764034085917,12.582359659140824,30288,4644,86.70559945036071,13.294400549639299,20654,1122,2805,1575,11678,17180,54.591108526721996,2.9655865094888196,7.413966273722049,4.162922239255696,30.86641645081144,45.408891473278004,37,738,2032,1871,3.0,3,39803,15,17,8,47,55,124,97,34,1845,52,26,184,63,24,65,21,15,19,147,206,9,18,115,33,166,20,3,4,134,473,60,15,25,105,40,245,28,156,40,22,12,41,22,14,107,40,66,32,622,2988,14492,2230,12439,2610,1336,114,2795
LGA18450,36555,131136,35935,17.952029701511595,64.40042037853712,17.647549919951285,147934,43917,77.10879797342729,22.891202026572703,131546,23365,84.91714597413998,15.08285402586001,77964,5105,14546,10408,59055,89114,46.66323513568513,3.0554591268748728,8.706113312345131,6.229425777181915,35.34576664791295,53.336764864314866,39,584,1710,1339,2.6,34,147934,114,307,32,375,506,3035,808,164,8092,194,206,1117,723,203,1442,307,399,438,472,2617,173,308,617,415,389,34,207,76,739,2158,184,260,100,1056,354,1455,123,566,504,303,118,591,2896,554,681,938,435,124,5978,11777,76785,8487,41941,10677,8957,1389,11918
LGA18500,8472,35665,10111,15.617165609792066,65.74435923905028,18.638475151157646,31550,17647,64.12992662154197,35.87007337845803,39540,1505,96.33329272749421,3.666707272505786,20197,897,3853,2266,18550,25566,44.13390730502808,1.9600987697484868,8.41946550706903,4.951598452898629,40.53492996525577,55.866092694971925,39,1365,3626,2687,2.3,3,31550,14,12,8,250,78,797,45,127,3476,58,384,390,173,444,243,132,118,43,388,344,154,130,66,242,27,17,14,22,135,1501,60,18,66,275,240,267,252,2052,50,77,60,126,17,52,838,104,87,88,3082,5047,34725,1150,2511,492,346,88,4669
LGA18710,3401,10120,2622,21.067955150839374,62.68971071052468,16.242334138635943,13312,1664,88.88888888888889,11.11111111111111,10380,1155,89.98699609882965,10.013003901170352,7076,369,1040,666,3594,5669,55.51981169085916,2.895253040408003,8.160062769713614,5.225578658297372,28.19929384072185,44.480188309140836,42,869,2214,1879,2.7,0,13312,3,7,0,38,7,26,25,0,578,13,4,70,14,8,23,8,0,0,43,18,8,3,9,13,5,0,0,0,64,189,10,8,29,23,10,55,12,43,3,0,0,6,0,0,70,11,15,15,157,1163,6620,701,2667,531,380,28,1168
LGA19399,185,708,173,17.354596622889307,66.41651031894934,16.22889305816135,839,86,90.7027027027027,9.297297297297296,666,100,86.94516971279373,13.054830287206268,465,20,57,45,284,406,53.38691159586681,2.2962112514351323,6.544202066590127,5.1664753157290475,32.60619977037887,46.61308840413318,41,717,1427,1270,2.5,0,839,0,0,0,0,0,0,0,0,15,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,131,347,83,228,52,40,0,109
LGA19499,740,9998,1556,6.01919635594599,81.32422319830812,12.656580445745893,7028,3012,70.0,30.0,6961,1216,85.12902042313807,14.870979576861929,2338,892,1548,335,6445,9220,20.228413220280324,7.717598200380689,13.393320643709986,2.8984253331026126,55.76224260252639,79.77158677971967,39,405,0,0,0.0,4,7028,21,3,10,34,25,225,10,23,501,22,69,78,10,39,140,35,20,36,45,49,12,39,33,43,12,9,7,30,48,324,14,32,16,89,18,50,13,77,9,9,74,39,5,18,82,76,19,9,398,2248,4161,614,2136,701,419,62,3369
LGA19799,36,211,160,8.845208845208845,51.842751842751845,39.31203931203931,232,142,62.03208556149733,37.967914438502675,240,66,78.43137254901961,21.568627450980394,223,11,42,30,65,148,60.1078167115903,2.964959568733154,11.320754716981133,8.086253369272237,17.52021563342318,39.892183288409704,58,540,0,0,0.0,0,232,0,0,0,0,3,20,3,0,18,0,0,0,0,5,0,0,0,0,3,7,0,3,0,0,3,0,0,0,3,18,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,13,0,0,10,36,125,25,87,34,27,4,67
